customer_age,job_type,housing_loan,personal_loan,education,balance
32.0,admin.,yes,no,secondary,0.0
52.0,technician,yes,no,secondary,-1.0
33.0,blue-collar,no,no,secondary,-4.0
24.0,technician,yes,no,tertiary,2209.0
31.0,technician,no,no,unknown,182.0
52.0,technician,yes,no,secondary,2748.0
46.0,management,no,no,tertiary,463.0
21.0,student,no,no,secondary,921.0
39.0,self-employed,no,no,tertiary,3762.0
45.0,management,no,yes,secondary,490.0
71.0,retired,no,no,tertiary,3890.0
43.0,entrepreneur,no,no,tertiary,229.0
48.0,blue-collar,yes,no,secondary,16.0
33.0,entrepreneur,yes,yes,primary,2336.0
41.0,management,yes,yes,primary,464.0
34.0,management,yes,no,tertiary,11797.0
24.0,technician,no,no,secondary,3378.0
43.0,blue-collar,yes,no,primary,3722.0
31.0,blue-collar,yes,no,secondary,85.0
52.0,unemployed,no,no,tertiary,-3.0
40.0,management,yes,yes,primary,105.0
28.0,admin.,yes,no,secondary,712.0
33.0,technician,yes,no,tertiary,2254.0
45.0,blue-collar,yes,no,secondary,1083.0
32.0,technician,yes,no,secondary,1354.0
55.0,services,no,no,secondary,3601.0
33.0,technician,no,no,secondary,804.0
22.0,student,no,no,secondary,490.0
33.0,management,yes,no,tertiary,361.0
40.0,retired,yes,no,secondary,524.0
40.0,entrepreneur,no,yes,tertiary,-81.0
38.0,management,no,yes,tertiary,-971.0
40.0,housemaid,no,no,secondary,300.0
18.0,student,yes,no,secondary,227.0
58.0,services,yes,no,secondary,8263.0
50.0,blue-collar,no,no,secondary,-163.0
33.0,admin.,no,no,secondary,299.0
32.0,management,yes,no,tertiary,1677.0
37.0,blue-collar,yes,no,primary,5647.0
35.0,self-employed,no,yes,secondary,128.0
60.0,unknown,no,no,unknown,2439.0
38.0,admin.,yes,no,secondary,32.0
50.0,management,yes,no,primary,-3.0
35.0,services,no,no,secondary,2912.0
31.0,technician,yes,no,tertiary,1325.0
50.0,services,yes,no,secondary,617.0
44.0,self-employed,no,no,tertiary,3298.0
46.0,technician,no,no,secondary,303.0
35.0,management,yes,no,tertiary,0.0
34.0,technician,yes,no,secondary,2142.0
33.0,management,yes,no,tertiary,515.0
41.0,blue-collar,yes,no,primary,-25.0
51.0,blue-collar,no,yes,primary,7.0
33.0,technician,no,no,secondary,266.0
51.0,technician,yes,yes,tertiary,197.0
49.0,blue-collar,yes,no,primary,214.0
59.0,entrepreneur,yes,no,secondary,78.0
25.0,blue-collar,yes,yes,secondary,674.0
45.0,blue-collar,no,no,primary,917.0
30.0,student,no,no,unknown,7584.0
41.0,management,yes,yes,tertiary,377.0
56.0,retired,no,no,tertiary,51.0
37.0,management,no,no,tertiary,430.0
39.0,technician,yes,no,secondary,696.0
30.0,management,yes,yes,secondary,-451.0
47.0,unknown,no,no,unknown,1818.0
23.0,student,yes,no,secondary,281.0
29.0,services,yes,no,secondary,441.0
34.0,management,yes,no,tertiary,81.0
61.0,blue-collar,no,no,primary,114.0
38.0,admin.,yes,yes,secondary,2.0
28.0,technician,no,no,secondary,166.0
45.0,blue-collar,no,no,secondary,1720.0
28.0,admin.,no,no,tertiary,242.0
38.0,management,no,no,tertiary,7780.0
57.0,self-employed,no,yes,secondary,65.0
59.0,technician,no,no,tertiary,-1.0
38.0,admin.,yes,no,unknown,9113.0
30.0,technician,yes,no,primary,2729.0
48.0,blue-collar,no,no,secondary,548.0
35.0,admin.,yes,no,secondary,2374.0
31.0,blue-collar,yes,yes,secondary,1.0
32.0,blue-collar,no,no,primary,4323.0
35.0,blue-collar,yes,yes,secondary,-78.0
49.0,blue-collar,no,no,secondary,-42.0
36.0,technician,yes,no,secondary,4.0
31.0,technician,yes,no,tertiary,8044.0
51.0,technician,yes,no,secondary,3.0
35.0,admin.,no,no,secondary,6549.0
55.0,blue-collar,yes,no,unknown,-100.0
30.0,management,no,no,tertiary,153.0
54.0,blue-collar,no,no,unknown,2507.0
47.0,blue-collar,yes,no,primary,611.0
40.0,management,yes,yes,tertiary,-465.0
40.0,blue-collar,no,no,secondary,19.0
53.0,technician,no,no,tertiary,4456.0
23.0,technician,yes,no,secondary,859.0
40.0,blue-collar,yes,no,primary,497.0
52.0,housemaid,yes,no,secondary,127.0
41.0,management,yes,no,tertiary,63.0
41.0,admin.,no,yes,secondary,255.0
55.0,retired,no,no,secondary,2764.0
37.0,management,yes,no,tertiary,431.0
40.0,blue-collar,no,yes,secondary,3.0
57.0,technician,no,no,secondary,-1.0
31.0,blue-collar,yes,no,secondary,3513.0
34.0,blue-collar,yes,no,secondary,699.0
40.0,services,no,no,secondary,20932.0
18.0,blue-collar,no,no,secondary,2261.0
34.0,blue-collar,yes,no,secondary,-3.0
39.0,blue-collar,no,no,unknown,4685.0
35.0,management,yes,no,tertiary,-41.0
37.0,housemaid,no,no,secondary,72.0
27.0,management,no,yes,tertiary,5263.0
42.0,blue-collar,yes,no,primary,300.0
35.0,blue-collar,yes,no,secondary,107.0
33.0,technician,no,no,tertiary,-1.0
39.0,self-employed,no,no,secondary,-5.0
50.0,services,yes,no,primary,1.0
52.0,self-employed,no,no,tertiary,2231.0
38.0,management,yes,no,tertiary,280.0
81.0,retired,no,no,secondary,93.0
38.0,admin.,yes,no,tertiary,3.0
35.0,management,yes,yes,tertiary,544.0
27.0,admin.,yes,no,secondary,223.0
44.0,unknown,no,no,secondary,75.0
27.0,student,no,no,secondary,487.0
55.0,management,no,no,tertiary,612.0
29.0,technician,no,no,tertiary,26.0
49.0,self-employed,no,yes,secondary,419.0
46.0,blue-collar,yes,no,secondary,383.0
39.0,management,no,yes,tertiary,-64.0
39.0,management,no,no,secondary,-2.0
22.0,technician,no,no,secondary,1299.0
30.0,management,no,no,tertiary,347.0
35.0,admin.,yes,no,primary,413.0
25.0,blue-collar,yes,yes,secondary,408.0
26.0,student,no,no,tertiary,8.0
47.0,blue-collar,yes,no,primary,2585.0
52.0,blue-collar,yes,no,secondary,-76.0
38.0,blue-collar,yes,no,primary,663.0
36.0,blue-collar,yes,yes,secondary,542.0
53.0,blue-collar,no,no,secondary,3006.0
57.0,retired,no,no,secondary,1721.0
50.0,blue-collar,yes,yes,secondary,207.0
33.0,admin.,no,no,tertiary,692.0
43.0,technician,yes,no,tertiary,-379.0
28.0,management,no,no,tertiary,3387.0
36.0,technician,yes,no,secondary,1179.0
54.0,management,no,yes,secondary,2154.0
56.0,blue-collar,no,no,primary,-544.0
35.0,management,no,no,tertiary,8826.0
37.0,management,yes,no,tertiary,659.0
22.0,blue-collar,yes,no,secondary,1382.0
51.0,management,no,no,tertiary,0.0
29.0,unemployed,no,no,secondary,75.0
47.0,services,yes,no,primary,397.0
30.0,unemployed,no,no,secondary,1172.0
45.0,admin.,no,yes,secondary,3.0
50.0,unemployed,yes,no,tertiary,1629.0
34.0,blue-collar,yes,no,secondary,269.0
27.0,unemployed,no,no,secondary,1059.0
34.0,services,no,no,secondary,1074.0
39.0,technician,no,no,tertiary,-220.0
41.0,housemaid,no,no,secondary,111.0
33.0,self-employed,yes,no,tertiary,186.0
37.0,technician,yes,no,secondary,668.0
37.0,blue-collar,yes,no,secondary,874.0
52.0,management,yes,no,tertiary,3291.0
58.0,unemployed,yes,no,secondary,313.0
60.0,services,no,no,secondary,4430.0
56.0,services,no,yes,secondary,-24.0
38.0,technician,yes,no,secondary,695.0
40.0,housemaid,yes,no,primary,4903.0
52.0,entrepreneur,no,no,unknown,3402.0
25.0,student,no,no,tertiary,5742.0
31.0,technician,yes,no,secondary,4.0
26.0,technician,yes,no,unknown,-1.0
47.0,management,no,no,tertiary,626.0
58.0,management,yes,yes,tertiary,831.0
36.0,admin.,yes,no,secondary,1410.0
26.0,admin.,yes,no,secondary,894.0
46.0,self-employed,no,no,secondary,309.0
38.0,admin.,yes,no,secondary,-811.0
34.0,management,yes,no,tertiary,4.0
57.0,blue-collar,yes,no,primary,5187.0
74.0,retired,no,no,secondary,291.0
36.0,admin.,yes,no,secondary,190.0
35.0,blue-collar,yes,no,unknown,720.0
42.0,management,yes,no,tertiary,174.0
49.0,admin.,yes,no,secondary,1253.0
56.0,retired,no,no,secondary,-373.0
50.0,management,yes,no,secondary,1922.0
42.0,self-employed,yes,yes,secondary,76.0
51.0,management,no,no,tertiary,2106.0
42.0,admin.,yes,no,secondary,670.0
36.0,management,no,no,tertiary,2448.0
32.0,blue-collar,yes,no,secondary,367.0
31.0,blue-collar,yes,no,secondary,14.0
47.0,blue-collar,no,yes,primary,1093.0
48.0,technician,yes,no,secondary,2152.0
26.0,blue-collar,yes,yes,primary,294.0
34.0,management,yes,no,tertiary,642.0
52.0,entrepreneur,yes,no,unknown,4735.0
41.0,blue-collar,yes,yes,secondary,716.0
52.0,blue-collar,no,no,primary,73.0
40.0,blue-collar,no,no,secondary,69.0
47.0,services,no,no,secondary,20.0
52.0,management,yes,no,tertiary,2910.0
51.0,management,no,yes,tertiary,-4.0
56.0,blue-collar,yes,no,primary,403.0
45.0,management,no,no,secondary,-5.0
35.0,technician,no,no,secondary,7623.0
56.0,management,no,no,tertiary,1032.0
56.0,retired,no,no,primary,16427.0
29.0,management,no,no,tertiary,85.0
48.0,admin.,yes,no,primary,1091.0
38.0,technician,yes,yes,secondary,821.0
34.0,blue-collar,yes,no,secondary,5299.0
39.0,blue-collar,yes,yes,primary,-521.0
49.0,services,no,no,secondary,43.0
43.0,admin.,no,yes,secondary,372.0
59.0,management,no,no,tertiary,279.0
36.0,admin.,yes,no,secondary,-369.0
32.0,technician,no,no,secondary,2799.0
51.0,management,no,yes,tertiary,15.0
30.0,services,yes,yes,secondary,229.0
28.0,self-employed,no,no,tertiary,79.0
36.0,self-employed,yes,no,tertiary,362.0
30.0,management,no,no,tertiary,225.0
54.0,admin.,no,no,secondary,10543.0
31.0,self-employed,yes,no,tertiary,693.0
47.0,technician,yes,no,tertiary,-554.0
29.0,blue-collar,no,no,secondary,1886.0
58.0,admin.,no,yes,secondary,658.0
48.0,blue-collar,yes,no,secondary,1608.0
54.0,admin.,yes,no,primary,852.0
36.0,blue-collar,no,no,secondary,1327.0
31.0,technician,yes,no,secondary,6.0
23.0,student,no,no,unknown,760.0
26.0,student,no,no,secondary,115.0
48.0,blue-collar,no,no,primary,542.0
39.0,management,no,yes,tertiary,6205.0
62.0,management,no,no,tertiary,5044.0
33.0,management,yes,no,tertiary,5946.0
53.0,blue-collar,no,no,primary,262.0
27.0,admin.,no,no,secondary,770.0
39.0,technician,no,no,secondary,313.0
59.0,retired,no,no,tertiary,476.0
46.0,admin.,yes,no,secondary,12848.0
57.0,management,no,no,primary,1138.0
34.0,management,yes,no,tertiary,420.0
41.0,technician,no,no,secondary,2.0
45.0,technician,no,no,secondary,278.0
40.0,blue-collar,yes,no,secondary,564.0
61.0,housemaid,no,no,tertiary,1532.0
35.0,management,no,no,tertiary,4359.0
18.0,services,yes,no,secondary,-103.0
45.0,services,yes,no,secondary,-107.0
45.0,technician,no,no,secondary,355.0
31.0,blue-collar,yes,no,primary,81.0
28.0,technician,yes,no,tertiary,-216.0
47.0,retired,yes,no,primary,-37.0
34.0,student,no,no,secondary,274.0
56.0,unemployed,no,no,primary,3371.0
30.0,management,no,no,tertiary,-4.0
32.0,management,no,no,tertiary,2.0
29.0,management,yes,no,secondary,144.0
36.0,entrepreneur,yes,no,tertiary,-17.0
40.0,technician,yes,no,secondary,650.0
38.0,admin.,yes,no,secondary,2753.0
59.0,technician,yes,no,secondary,624.0
29.0,technician,no,no,secondary,249.0
29.0,services,yes,no,secondary,1846.0
56.0,retired,yes,no,secondary,3.0
58.0,retired,yes,no,tertiary,304.0
55.0,retired,no,yes,secondary,131.0
38.0,housemaid,no,no,primary,360.0
25.0,student,no,no,secondary,337.0
41.0,technician,no,no,primary,278.0
49.0,admin.,yes,no,tertiary,96.0
39.0,management,no,no,tertiary,54.0
41.0,admin.,yes,yes,secondary,402.0
36.0,technician,no,no,secondary,652.0
28.0,admin.,no,no,secondary,1168.0
52.0,technician,no,yes,secondary,3989.0
54.0,unknown,no,no,secondary,1784.0
29.0,management,no,no,secondary,1060.0
29.0,student,no,yes,secondary,28.0
27.0,self-employed,no,no,tertiary,29.0
40.0,housemaid,yes,no,tertiary,5666.0
26.0,services,no,yes,secondary,277.0
49.0,blue-collar,yes,no,primary,584.0
31.0,unemployed,yes,no,primary,-64.0
43.0,management,no,no,tertiary,1083.0
33.0,blue-collar,no,no,secondary,398.0
31.0,admin.,yes,no,secondary,-406.0
29.0,services,no,no,secondary,1060.0
37.0,housemaid,yes,no,secondary,1044.0
34.0,blue-collar,yes,no,primary,159.0
36.0,unemployed,yes,yes,secondary,187.0
42.0,services,yes,no,secondary,519.0
40.0,blue-collar,yes,no,secondary,748.0
42.0,management,yes,no,tertiary,704.0
28.0,unemployed,no,no,primary,90.0
35.0,management,yes,no,tertiary,516.0
36.0,management,no,yes,tertiary,-5.0
59.0,retired,no,yes,unknown,-116.0
30.0,student,yes,no,unknown,1230.0
29.0,management,yes,yes,tertiary,-1.0
64.0,retired,no,no,primary,2176.0
57.0,retired,no,yes,secondary,100.0
33.0,management,yes,no,tertiary,3538.0
43.0,blue-collar,yes,no,primary,874.0
54.0,retired,yes,no,primary,-1.0
41.0,management,yes,yes,tertiary,265.0
46.0,self-employed,no,yes,tertiary,-339.0
57.0,entrepreneur,yes,no,primary,81.0
61.0,technician,yes,no,secondary,1.0
39.0,housemaid,yes,no,primary,1180.0
33.0,management,no,no,tertiary,1410.0
20.0,student,yes,no,secondary,231.0
32.0,blue-collar,yes,yes,secondary,-2.0
46.0,housemaid,no,yes,primary,933.0
23.0,student,no,no,secondary,3087.0
35.0,unemployed,no,no,secondary,1215.0
32.0,admin.,yes,no,secondary,1.0
37.0,technician,yes,no,tertiary,1894.0
32.0,self-employed,no,no,tertiary,1461.0
57.0,admin.,no,yes,unknown,287.0
35.0,technician,yes,yes,secondary,5290.0
66.0,retired,no,no,unknown,430.0
48.0,management,yes,no,secondary,-1003.0
41.0,technician,no,no,tertiary,63.0
29.0,management,no,no,tertiary,-2.0
41.0,entrepreneur,yes,no,secondary,720.0
38.0,technician,yes,no,secondary,7136.0
44.0,housemaid,no,no,primary,14.0
38.0,services,yes,no,secondary,-299.0
24.0,technician,yes,no,unknown,705.0
36.0,admin.,yes,no,primary,-442.0
54.0,technician,no,no,secondary,2849.0
41.0,blue-collar,yes,no,primary,109.0
35.0,admin.,yes,no,tertiary,-1.0
46.0,blue-collar,yes,no,secondary,1930.0
37.0,blue-collar,yes,no,secondary,3766.0
60.0,technician,no,no,secondary,263.0
42.0,management,no,no,tertiary,13041.0
20.0,housemaid,yes,no,secondary,649.0
28.0,admin.,no,no,tertiary,215.0
36.0,technician,yes,no,secondary,9613.0
36.0,management,yes,no,tertiary,-270.0
58.0,management,no,no,secondary,-1.0
31.0,technician,yes,no,secondary,2416.0
46.0,blue-collar,yes,no,primary,230.0
43.0,self-employed,no,no,tertiary,35587.0
30.0,blue-collar,yes,no,tertiary,3448.0
39.0,management,yes,no,tertiary,1382.0
39.0,unknown,no,no,tertiary,2.0
39.0,self-employed,yes,no,secondary,292.0
37.0,admin.,yes,no,secondary,150.0
21.0,services,yes,no,secondary,496.0
55.0,retired,no,no,secondary,1302.0
32.0,management,no,no,tertiary,699.0
33.0,management,yes,no,tertiary,1601.0
31.0,self-employed,yes,no,secondary,-2.0
36.0,services,yes,yes,secondary,1963.0
28.0,technician,no,yes,tertiary,1883.0
38.0,management,yes,no,secondary,-276.0
35.0,blue-collar,no,yes,secondary,130.0
32.0,management,yes,no,tertiary,12689.0
45.0,management,no,no,tertiary,595.0
29.0,management,no,yes,tertiary,408.0
31.0,blue-collar,yes,no,secondary,-501.0
31.0,technician,yes,no,tertiary,599.0
35.0,housemaid,yes,no,secondary,-14.0
44.0,management,yes,no,tertiary,576.0
53.0,blue-collar,no,no,primary,153.0
45.0,blue-collar,yes,no,secondary,814.0
49.0,blue-collar,no,no,unknown,2495.0
41.0,management,no,no,tertiary,32.0
42.0,technician,no,no,secondary,3272.0
53.0,blue-collar,yes,no,secondary,-380.0
50.0,admin.,no,yes,secondary,775.0
37.0,unemployed,yes,no,secondary,632.0
45.0,blue-collar,no,no,primary,-5.0
36.0,blue-collar,yes,no,primary,393.0
30.0,blue-collar,yes,no,primary,1203.0
43.0,blue-collar,no,no,secondary,1400.0
28.0,entrepreneur,no,no,tertiary,12.0
29.0,unemployed,no,no,tertiary,994.0
35.0,blue-collar,no,no,tertiary,2996.0
32.0,entrepreneur,no,no,tertiary,367.0
86.0,retired,no,no,secondary,81208.0
34.0,management,no,no,tertiary,368.0
44.0,management,yes,no,tertiary,396.0
33.0,blue-collar,yes,no,secondary,508.0
34.0,technician,yes,no,secondary,117.0
37.0,blue-collar,yes,yes,secondary,320.0
32.0,technician,no,no,secondary,21.0
38.0,unemployed,no,no,tertiary,7623.0
53.0,services,no,no,primary,929.0
29.0,management,no,no,tertiary,5384.0
41.0,blue-collar,yes,yes,secondary,3230.0
34.0,blue-collar,yes,no,secondary,2257.0
39.0,management,yes,no,secondary,47.0
43.0,entrepreneur,yes,no,secondary,1248.0
33.0,blue-collar,yes,no,primary,1521.0
29.0,student,yes,no,secondary,215.0
47.0,management,yes,no,secondary,1212.0
47.0,blue-collar,yes,no,secondary,4706.0
37.0,technician,yes,yes,tertiary,1309.0
31.0,services,yes,no,secondary,1067.0
55.0,blue-collar,yes,no,primary,4.0
43.0,blue-collar,yes,no,secondary,1333.0
31.0,blue-collar,no,no,secondary,148.0
31.0,management,no,yes,tertiary,1176.0
53.0,blue-collar,no,yes,secondary,175.0
39.0,technician,yes,no,tertiary,4368.0
32.0,self-employed,no,no,tertiary,267.0
54.0,management,yes,no,tertiary,629.0
51.0,blue-collar,yes,no,secondary,705.0
28.0,technician,yes,no,secondary,283.0
53.0,management,no,no,tertiary,467.0
34.0,admin.,yes,no,secondary,612.0
51.0,services,no,no,secondary,1813.0
73.0,blue-collar,no,no,secondary,6050.0
54.0,admin.,no,no,primary,6278.0
69.0,management,no,no,tertiary,5566.0
59.0,unemployed,no,no,secondary,733.0
32.0,management,yes,no,tertiary,1207.0
38.0,blue-collar,yes,no,secondary,563.0
37.0,technician,no,no,secondary,1126.0
43.0,entrepreneur,no,no,tertiary,2.0
26.0,technician,yes,yes,secondary,20.0
33.0,admin.,no,no,secondary,0.0
42.0,services,yes,no,secondary,1627.0
71.0,retired,no,no,primary,166.0
58.0,technician,no,no,unknown,9247.0
37.0,admin.,no,no,tertiary,2502.0
34.0,services,yes,no,secondary,1974.0
33.0,management,no,yes,tertiary,150.0
30.0,technician,no,no,secondary,375.0
32.0,management,no,no,tertiary,44.0
51.0,unemployed,yes,no,primary,155.0
33.0,technician,yes,no,secondary,1842.0
39.0,self-employed,no,no,secondary,266.0
44.0,technician,no,no,tertiary,155.0
46.0,admin.,no,no,secondary,519.0
34.0,entrepreneur,yes,no,secondary,-18.0
38.0,admin.,yes,yes,primary,0.0
29.0,admin.,no,no,secondary,1228.0
37.0,blue-collar,yes,yes,secondary,4.0
30.0,management,no,no,tertiary,305.0
26.0,student,yes,no,tertiary,19.0
37.0,technician,yes,no,secondary,-7.0
50.0,blue-collar,no,no,primary,3888.0
37.0,blue-collar,yes,no,primary,3417.0
43.0,management,no,yes,secondary,232.0
22.0,blue-collar,yes,yes,secondary,391.0
42.0,management,yes,no,tertiary,676.0
57.0,services,no,no,primary,357.0
47.0,management,yes,no,secondary,100.0
58.0,retired,yes,no,secondary,314.0
45.0,housemaid,no,no,unknown,1037.0
26.0,services,yes,no,secondary,372.0
31.0,management,yes,no,tertiary,30.0
44.0,technician,yes,no,tertiary,643.0
51.0,technician,yes,no,secondary,329.0
54.0,technician,yes,no,primary,9.0
38.0,services,yes,no,primary,328.0
57.0,housemaid,no,yes,primary,0.0
45.0,technician,yes,yes,secondary,-57.0
43.0,admin.,yes,no,secondary,1448.0
27.0,self-employed,yes,no,tertiary,265.0
26.0,blue-collar,yes,no,primary,936.0
27.0,technician,yes,yes,secondary,5.0
33.0,technician,no,no,unknown,492.0
30.0,admin.,yes,no,tertiary,3816.0
33.0,blue-collar,yes,no,secondary,36.0
37.0,unemployed,yes,no,secondary,-55.0
52.0,blue-collar,yes,no,primary,49.0
35.0,services,yes,no,secondary,239.0
46.0,blue-collar,no,yes,secondary,1229.0
38.0,entrepreneur,yes,no,primary,40.0
43.0,management,yes,no,secondary,2539.0
44.0,entrepreneur,yes,no,tertiary,1.0
57.0,admin.,yes,no,primary,874.0
35.0,blue-collar,yes,yes,secondary,1431.0
46.0,technician,no,no,tertiary,591.0
37.0,blue-collar,no,no,secondary,8153.0
31.0,admin.,yes,no,secondary,-105.0
32.0,technician,yes,no,tertiary,3.0
45.0,admin.,yes,no,secondary,3489.0
61.0,retired,no,no,secondary,568.0
51.0,technician,yes,no,unknown,6918.0
32.0,student,yes,no,tertiary,871.0
47.0,management,yes,no,secondary,367.0
31.0,management,yes,no,secondary,474.0
57.0,retired,no,no,tertiary,817.0
31.0,unemployed,yes,no,tertiary,684.0
42.0,admin.,yes,no,secondary,220.0
28.0,unemployed,no,no,tertiary,-2.0
43.0,admin.,yes,no,primary,1314.0
80.0,retired,no,no,tertiary,1208.0
51.0,unemployed,no,no,secondary,925.0
38.0,technician,no,no,unknown,74.0
27.0,blue-collar,no,no,secondary,407.0
38.0,blue-collar,yes,no,primary,1134.0
38.0,technician,no,yes,secondary,-183.0
30.0,technician,yes,no,secondary,536.0
28.0,admin.,no,no,secondary,338.0
32.0,unknown,no,no,primary,631.0
43.0,technician,yes,yes,tertiary,339.0
27.0,blue-collar,yes,no,secondary,53.0
41.0,blue-collar,yes,no,secondary,-2.0
31.0,technician,yes,no,secondary,378.0
39.0,admin.,yes,no,unknown,499.0
58.0,retired,no,no,tertiary,1257.0
36.0,management,no,no,tertiary,13020.0
23.0,technician,no,no,secondary,401.0
31.0,entrepreneur,yes,no,secondary,-384.0
26.0,services,no,no,secondary,567.0
31.0,admin.,no,no,secondary,1410.0
31.0,self-employed,no,yes,tertiary,167.0
56.0,management,yes,no,tertiary,4268.0
26.0,services,no,no,secondary,2558.0
42.0,admin.,yes,yes,secondary,573.0
55.0,blue-collar,yes,no,secondary,465.0
28.0,services,no,no,secondary,1012.0
34.0,management,no,no,tertiary,606.0
45.0,technician,yes,no,secondary,175.0
23.0,blue-collar,yes,yes,secondary,-218.0
30.0,management,no,no,secondary,1477.0
28.0,services,no,no,secondary,107.0
50.0,self-employed,yes,no,secondary,154.0
36.0,technician,no,no,secondary,24.0
47.0,services,yes,yes,secondary,274.0
55.0,retired,no,no,primary,605.0
27.0,management,no,no,tertiary,314.0
47.0,technician,yes,no,secondary,90.0
24.0,blue-collar,no,no,secondary,531.0
32.0,management,yes,yes,tertiary,852.0
51.0,entrepreneur,yes,yes,tertiary,6662.0
55.0,blue-collar,yes,no,primary,-4.0
67.0,retired,yes,no,secondary,570.0
30.0,management,yes,no,tertiary,39.0
40.0,self-employed,no,no,tertiary,4962.0
32.0,blue-collar,yes,no,secondary,202.0
28.0,admin.,no,yes,secondary,404.0
34.0,services,yes,no,secondary,-355.0
38.0,management,no,no,tertiary,847.0
33.0,self-employed,yes,no,tertiary,1944.0
52.0,management,yes,no,unknown,-462.0
37.0,blue-collar,yes,yes,primary,39.0
32.0,services,no,no,secondary,391.0
42.0,admin.,yes,no,secondary,213.0
55.0,blue-collar,yes,no,secondary,91.0
32.0,admin.,no,yes,tertiary,621.0
40.0,technician,yes,no,tertiary,4312.0
41.0,management,yes,no,tertiary,36.0
46.0,entrepreneur,yes,no,tertiary,5156.0
50.0,blue-collar,yes,no,primary,1189.0
34.0,technician,yes,no,tertiary,-1055.0
35.0,blue-collar,no,no,secondary,325.0
42.0,management,yes,no,tertiary,219.0
40.0,technician,yes,yes,tertiary,1491.0
49.0,management,no,no,tertiary,2142.0
31.0,technician,yes,yes,secondary,4.0
31.0,admin.,yes,no,secondary,4900.0
44.0,management,yes,no,primary,3230.0
54.0,unknown,yes,no,tertiary,2274.0
41.0,unemployed,no,no,tertiary,75.0
57.0,management,no,no,tertiary,167.0
30.0,management,yes,no,tertiary,3985.0
61.0,management,no,no,tertiary,2191.0
33.0,services,no,yes,secondary,3270.0
29.0,services,yes,no,tertiary,10126.0
46.0,admin.,yes,yes,secondary,877.0
41.0,technician,yes,yes,secondary,17444.0
57.0,technician,no,no,tertiary,-4.0
35.0,technician,no,no,secondary,296.0
38.0,technician,yes,no,secondary,777.0
29.0,unemployed,no,no,secondary,12.0
38.0,services,yes,no,primary,259.0
36.0,services,no,no,secondary,2677.0
28.0,services,no,yes,secondary,1490.0
57.0,retired,yes,no,secondary,3810.0
36.0,blue-collar,yes,yes,secondary,250.0
29.0,admin.,yes,no,tertiary,-2.0
54.0,management,no,no,tertiary,5.0
47.0,management,yes,no,tertiary,1700.0
35.0,technician,yes,yes,secondary,703.0
50.0,unknown,no,no,tertiary,321.0
52.0,blue-collar,yes,no,unknown,37.0
36.0,management,yes,no,unknown,714.0
54.0,retired,no,no,secondary,481.0
24.0,services,yes,yes,secondary,803.0
32.0,self-employed,no,no,tertiary,74.0
42.0,technician,yes,yes,secondary,1040.0
35.0,blue-collar,yes,yes,secondary,-527.0
32.0,services,yes,no,secondary,125.0
46.0,blue-collar,yes,no,primary,680.0
36.0,technician,no,no,secondary,9119.0
45.0,technician,yes,no,secondary,57.0
43.0,management,yes,no,secondary,45.0
51.0,blue-collar,yes,no,secondary,-5.0
35.0,management,yes,no,tertiary,-1.0
47.0,blue-collar,no,no,primary,4979.0
50.0,admin.,no,no,secondary,258.0
48.0,management,yes,no,tertiary,641.0
29.0,blue-collar,yes,no,primary,1.0
33.0,blue-collar,yes,no,secondary,-189.0
28.0,management,yes,no,tertiary,13182.0
42.0,blue-collar,no,no,primary,2.0
43.0,technician,no,no,unknown,1942.0
45.0,blue-collar,no,yes,primary,2775.0
47.0,blue-collar,yes,no,secondary,1344.0
48.0,management,no,no,secondary,36682.0
34.0,technician,yes,yes,secondary,1.0
31.0,management,yes,no,tertiary,436.0
51.0,management,yes,no,tertiary,414.0
47.0,housemaid,yes,no,primary,396.0
31.0,services,no,no,secondary,391.0
43.0,blue-collar,yes,no,secondary,16.0
55.0,technician,yes,yes,secondary,364.0
35.0,technician,yes,yes,secondary,4325.0
43.0,technician,no,no,secondary,385.0
31.0,technician,yes,no,secondary,10787.0
59.0,blue-collar,no,no,unknown,4148.0
37.0,admin.,yes,no,secondary,-110.0
50.0,management,yes,no,tertiary,459.0
40.0,blue-collar,yes,no,secondary,84.0
28.0,unemployed,yes,no,secondary,313.0
26.0,admin.,yes,yes,secondary,389.0
20.0,unemployed,no,no,secondary,19689.0
52.0,admin.,no,no,unknown,-8.0
33.0,entrepreneur,no,no,tertiary,2697.0
53.0,housemaid,no,no,tertiary,4302.0
59.0,technician,no,no,secondary,1.0
37.0,technician,yes,no,secondary,4136.0
43.0,entrepreneur,no,no,primary,3.0
29.0,housemaid,yes,no,primary,-5.0
42.0,unemployed,yes,no,secondary,1525.0
33.0,management,no,no,tertiary,1.0
47.0,housemaid,no,no,primary,145.0
43.0,self-employed,no,no,secondary,5314.0
46.0,management,no,yes,secondary,-854.0
27.0,management,yes,no,tertiary,1994.0
48.0,technician,no,no,secondary,101.0
56.0,retired,no,yes,secondary,975.0
31.0,management,no,no,tertiary,84.0
64.0,retired,no,no,primary,5869.0
30.0,technician,yes,yes,secondary,362.0
39.0,blue-collar,yes,no,secondary,407.0
41.0,entrepreneur,no,no,secondary,1443.0
51.0,admin.,yes,no,tertiary,24.0
32.0,management,no,no,tertiary,249.0
40.0,admin.,no,no,secondary,75.0
44.0,technician,no,no,tertiary,547.0
18.0,blue-collar,yes,yes,secondary,-63.0
